date,state,latitude,longitude,rainfall_24h_mm,rainfall_72h_mm,rainfall_7d_mm,rainfall_intensity_3h_mm,rainfall_anomaly_pct,elevation_m,slope_deg,aspect_deg,curvature,soil_moisture,clay_pct,ndvi,geology_risk_index,displacement_mm,historical_landslide_count,distance_to_road_km,distance_to_settlement_km,infrastructure_exposure_index,landslide_occurrence,risk_score_demo,risk_class_demo
2018-07-21,Meghalaya,25.53510808494505,92.11013714590955,79.54,165.28,453.05,28.87,110.62,1213.69,11.17,198.72,-0.0131,0.75,21.17,0.5502,0.481,35.53,4,3.954,1.063,47.5,1.0,51.21,Moderate
2018-07-21,Meghalaya,26.14623209393894,92.46580732546519,47.31,148.24,259.95,19.84,19.25,999.67,12.57,76.57,0.0477,0.6599,22.5,0.4981,0.4771,23.55,0,1.299,2.291,72.1,0.0,31.53,Low
2018-07-21,Mizoram,22.36165482033583,92.70823020961076,237.16,652.92,1239.79,63.72,350.0,1083.82,1.56,0.85,0.3569,0.75,22.92,0.4446,0.2935,77.11,3,2.093,3.51,48.67,1.0,80.57,Critical
2018-07-22,Arunachal Pradesh,29.47105997901493,96.21858913514977,156.73,320.07,536.78,69.61,190.06,1075.54,21.12,310.19,0.2112,0.75,50.1,0.5177,0.5438,30.33,2,2.9,3.779,50.01,1.0,80.28,Critical
2018-07-22,Arunachal Pradesh,27.372308309768126,96.89412877278954,100.23,286.36,598.06,28.17,205.23,1251.32,29.43,133.88,0.1097,0.75,37.53,0.4995,0.5577,42.27,2,1.35,4.27,62.19,0.0,73.09,High
2018-07-22,Assam,25.104616682675474,95.26485556254246,211.99,412.83,660.78,96.15,215.57,1245.27,22.5,120.27,-0.2234,0.75,46.38,0.5778,0.7769,45.55,1,0.299,2.629,71.53,1.0,91.5,Critical
2018-07-22,Assam,25.78709931585409,92.78059771355491,58.11,128.67,300.39,27.94,53.9,725.11,6.53,122.38,0.0201,0.6978,40.42,0.6481,0.4237,21.83,1,1.939,2.62,49.57,0.0,45.21,Moderate
2018-07-22,Manipur,23.906897252985257,92.90872428427309,63.16,191.13,432.28,20.13,89.15,1608.05,19.72,257.42,0.196,0.75,27.36,0.7447,0.4736,27.67,3,0.646,1.491,81.7,1.0,68.89,High
2018-07-22,Meghalaya,25.155480607745528,92.41416295200835,77.4,250.9,479.34,35.7,156.16,1128.19,25.17,138.86,0.2088,0.75,31.22,0.4975,0.6222,27.54,4,4.131,7.282,41.96,1.0,68.22,High
2018-07-22,Mizoram,22.498649029500502,93.39367851740633,18.55,37.32,124.04,5.78,-44.99,472.26,9.3,195.65,-0.0262,0.332,24.43,0.5976,0.259,12.1,3,1.074,4.306,69.55,1.0,18.69,Low
2018-07-22,Nagaland,25.486757473437017,95.18063447097947,72.31,181.01,413.93,25.04,107.8,1219.19,17.21,353.16,-0.3741,0.75,29.55,0.7729,0.5044,27.67,3,1.343,2.34,65.26,0.0,60.02,High
2018-07-22,Tripura,23.975085933774967,91.96273854509164,95.42,246.79,650.57,30.0,235.88,20.0,22.3,251.81,-0.3257,0.75,31.67,0.4751,0.4801,39.66,1,2.256,4.168,60.02,0.0,60.46,High
2018-07-23,Arunachal Pradesh,29.064236402630602,95.77464021175103,165.56,505.32,970.2,58.41,350.0,1349.16,30.43,258.08,0.1113,0.75,32.13,0.2991,0.5221,62.29,3,3.211,5.556,38.72,1.0,83.07,Critical
2018-07-23,Arunachal Pradesh,26.656519144406158,96.33067167380054,78.91,197.74,503.34,42.16,154.5,1569.66,42.46,64.02,-0.0875,0.75,24.0,0.5971,0.7625,34.73,7,7.737,2.132,41.35,1.0,83.42,Critical
2018-07-23,Arunachal Pradesh,28.55390787595578,93.83696057530757,208.18,720.84,1699.74,56.72,350.0,1302.29,11.19,17.81,0.1146,0.75,39.1,0.5716,0.5884,100.0,3,0.509,2.165,63.67,1.0,87.83,Critical
2018-07-23,Meghalaya,25.04792518592898,90.69708393604284,111.22,368.01,1076.57,42.04,350.0,1027.32,11.03,294.13,0.1787,0.75,31.35,0.458,0.5176,74.97,2,0.878,2.678,62.77,1.0,82.53,Critical
2018-07-23,Mizoram,23.761524149924192,92.61822545801326,45.39,109.36,406.65,17.63,106.75,1069.83,20.11,61.71,0.2047,0.5246,23.0,0.375,0.469,23.72,5,3.349,2.034,52.95,0.0,38.72,Moderate
2018-07-23,Nagaland,26.08568018977404,95.07630915709876,40.55,139.03,417.2,17.23,117.04,969.07,11.08,288.18,0.0981,0.6716,40.24,0.2683,0.4287,35.99,3,5.833,1.427,50.81,0.0,39.35,Moderate
2018-07-23,Nagaland,26.585342863173516,93.52199081260454,159.05,489.24,1122.09,69.81,350.0,646.63,10.41,307.52,0.0478,0.75,47.87,0.5905,0.4116,70.55,0,1.871,3.286,61.25,1.0,83.42,Critical
2018-07-23,Sikkim,27.96194949138932,88.0672967441753,56.57,191.28,550.35,20.98,165.67,971.36,12.77,24.9,-0.1834,0.75,27.13,0.7234,0.4491,34.04,3,2.513,2.769,50.91,0.0,41.51,Moderate
2018-07-24,Arunachal Pradesh,28.076147120844958,94.4238564599346,177.48,320.4,739.95,43.6,291.98,595.99,6.16,301.53,-0.0913,0.75,31.91,0.8561,0.5585,51.61,4,0.776,9.316,60.87,1.0,85.22,Critical
2018-07-24,Assam,25.934594307821182,91.03942543238685,225.61,627.31,1100.27,57.91,350.0,1942.93,19.13,158.94,-0.1825,0.75,29.36,0.6181,0.5663,73.91,6,1.588,5.193,58.62,1.0,86.91,Critical
2018-07-24,Assam,25.487099599290794,93.37453646588811,72.39,173.02,426.08,21.1,98.09,1463.83,36.17,45.44,-0.0776,0.75,42.96,0.6937,0.6919,34.71,6,1.512,4.716,65.23,1.0,79.45,Critical
2018-07-24,Assam,26.484059185707775,91.65807189668048,124.12,324.98,564.35,54.01,186.77,412.18,21.65,13.38,-0.1093,0.75,15.78,0.3557,0.666,43.47,6,2.255,5.152,53.46,1.0,83.07,Critical
2018-07-24,Assam,26.624795930490095,92.28569813222191,146.83,348.57,595.49,31.92,200.74,803.95,12.29,174.83,-0.3905,0.75,34.68,0.6545,0.2787,40.04,3,5.565,0.948,45.63,1.0,55.26,High
2018-07-24,Manipur,25.642243827151542,93.22624305151714,174.69,523.71,1624.19,42.39,350.0,1998.02,22.18,145.4,0.2344,0.75,28.7,0.6167,0.4591,98.59,2,2.062,2.386,48.56,1.0,83.31,Critical
2018-07-24,Meghalaya,25.353163745267356,92.64517873576075,42.51,79.41,250.39,20.92,21.28,685.19,4.87,287.29,0.2642,0.4761,29.48,0.6919,0.2864,19.29,1,2.43,5.121,51.79,0.0,16.39,Low
2018-07-24,Nagaland,25.206160480287686,94.86982575331166,289.11,860.15,1617.56,90.4,350.0,1573.55,27.05,78.58,-0.1093,0.75,46.78,0.3911,0.6001,95.93,5,0.385,6.155,59.63,1.0,87.61,Critical
2018-07-25,Arunachal Pradesh,27.083073074271645,95.58574134568677,96.62,186.44,514.74,33.53,146.79,1203.53,5.37,136.8,-0.1129,0.75,31.47,0.7275,0.238,37.44,1,4.147,8.426,29.43,1.0,58.78,High
2018-07-25,Arunachal Pradesh,28.41420912218954,96.43931697719628,80.65,213.11,461.52,24.96,126.77,1307.76,34.54,236.23,-0.1806,0.75,20.73,0.669,0.4977,34.34,5,3.027,6.844,47.48,0.0,64.46,High
2018-07-25,Arunachal Pradesh,27.655417117969264,95.39441481156561,301.2,538.09,1137.01,87.54,350.0,1006.5,29.07,313.07,0.1524,0.75,34.47,0.05,0.6311,65.3,4,0.299,1.107,86.9,1.0,92.14,Critical
2018-07-25,Assam,26.442879801759975,94.2703864051419,37.21,95.16,253.21,8.63,23.68,516.71,7.64,333.77,-0.076,0.5005,31.76,0.6271,0.5531,14.41,4,0.312,6.327,60.95,0.0,31.14,Low
2018-07-25,Meghalaya,25.223536041127705,92.5254789257798,60.32,146.69,390.69,28.69,106.9,1554.92,12.42,167.01,-0.0153,0.75,25.78,0.5477,0.3834,27.94,0,3.679,2.581,51.74,0.0,27.06,Low
2018-07-25,Meghalaya,25.25553211731187,92.65851832146832,108.04,285.67,790.33,46.29,307.53,398.73,8.99,77.79,0.0955,0.75,36.63,0.615,0.4429,45.81,2,3.803,7.798,28.68,1.0,71.26,High
2018-07-25,Mizoram,23.286832260680765,92.4860504649773,169.41,429.23,983.84,62.09,350.0,1364.49,19.75,16.29,0.3195,0.75,27.98,0.6743,0.5624,58.81,3,2.704,3.453,49.79,1.0,83.44,Critical
2018-07-25,Nagaland,26.73828324490308,94.4713745213036,92.39,205.99,669.55,35.19,247.23,328.88,23.96,160.68,-0.0918,0.75,22.44,0.5985,0.4992,43.01,4,6.284,1.413,48.48,1.0,72.74,High
2018-07-25,Sikkim,27.044877037845954,88.3584924929394,51.46,131.66,400.94,18.8,104.53,1179.01,16.65,274.35,0.3374,0.7413,37.03,0.336,0.4158,27.88,1,4.647,3.292,41.2,1.0,54.62,Moderate
2018-07-26,Arunachal Pradesh,29.05766924214007,95.60700684040557,118.45,335.94,847.66,49.7,314.55,1260.51,36.33,172.95,0.0131,0.75,11.75,0.5903,0.7862,56.1,6,0.198,17.21,67.13,1.0,86.86,Critical
2018-07-26,Assam,24.72026275408747,89.91976360429172,187.28,594.95,1518.36,57.77,350.0,501.12,14.46,254.86,-0.0983,0.75,57.19,0.3313,0.5289,88.67,2,2.128,6.133,43.62,1.0,83.9,Critical
2018-07-26,Assam,27.601534273904043,94.53713570841003,203.08,693.73,1309.11,79.09,350.0,745.95,14.16,92.73,0.0285,0.75,18.25,0.8539,0.4398,74.38,2,0.558,2.493,64.93,1.0,85.69,Critical
2018-07-26,Meghalaya,25.519679274533857,90.14668871846015,51.2,82.6,219.92,17.74,-12.95,708.69,17.22,71.33,0.4666,0.5582,17.01,0.478,0.413,22.54,0,1.97,6.765,56.37,0.0,26.08,Low
2018-07-26,Meghalaya,25.94462548989066,92.29838904092088,177.38,453.05,1020.53,89.85,350.0,1586.06,13.52,164.68,0.0472,0.75,32.36,0.6465,0.3688,65.86,2,6.625,6.0,35.49,1.0,79.19,Critical
2018-07-26,Nagaland,26.17769591641452,93.4726034601337,107.43,251.29,534.53,44.43,178.0,931.93,13.51,283.55,-0.2371,0.75,49.02,0.7603,0.5094,32.94,1,1.551,0.617,69.84,0.0,61.72,High
2018-07-26,Nagaland,25.667425644085125,93.65719324077055,57.01,159.5,458.19,27.48,152.65,1413.49,9.15,347.07,0.1352,0.7329,53.1,0.7125,0.5031,30.69,3,2.532,6.984,53.71,1.0,53.45,Moderate
2018-07-26,Nagaland,25.3224450434961,93.8091112726998,130.13,337.21,873.62,66.02,317.43,949.36,33.75,163.43,0.1949,0.75,41.72,0.5591,0.5187,56.58,3,1.487,4.91,57.08,1.0,82.46,Critical
2018-07-26,Sikkim,27.686621849961973,88.04820390370624,208.03,616.42,1421.06,94.38,350.0,681.06,13.5,202.62,-0.1304,0.75,34.08,0.7985,0.3829,81.92,2,3.676,1.207,63.17,1.0,84.61,Critical
2018-07-26,Tripura,22.918977968362853,91.15402596927437,304.04,952.95,1528.42,129.42,350.0,375.91,27.74,72.85,-0.0767,0.75,42.4,0.715,0.4568,88.43,3,2.848,5.211,50.58,1.0,84.2,Critical
2018-07-27,Arunachal Pradesh,26.727101174506817,93.76141365653207,46.97,158.72,319.13,25.54,70.06,1769.11,8.97,277.94,-0.2683,0.75,29.9,0.6091,0.4168,13.77,0,2.298,3.43,47.04,1.0,34.3,Low
2018-07-27,Arunachal Pradesh,27.38662287329465,92.95356657534629,207.29,685.51,1677.87,65.79,350.0,756.51,9.1,241.34,-0.0306,0.75,29.52,0.4037,0.2906,95.85,1,3.188,1.226,64.62,1.0,83.41,Critical
2018-07-27,Assam,25.84836522904907,92.8709447284911,20.18,70.47,177.12,9.2,11.51,1075.17,9.07,108.05,-0.1073,0.4418,36.79,0.8469,0.4484,21.47,1,4.337,6.339,31.59,0.0,23.02,Low
2018-07-27,Assam,24.030436813193102,94.18095345185199,137.91,328.96,865.95,75.29,333.11,194.65,33.46,123.54,0.1916,0.75,43.4,0.5688,0.6386,55.44,3,3.631,10.043,34.0,1.0,82.81,Critical
2018-07-27,Mizoram,23.687944798053344,93.17014581074461,60.77,142.55,348.01,18.52,77.68,1438.62,12.12,261.71,-0.1705,0.6619,45.22,0.6204,0.243,17.92,0,3.67,10.307,43.36,0.0,33.52,Low
2018-07-27,Nagaland,26.852446543533784,93.64593523773138,60.09,138.01,372.19,28.54,122.83,1270.2,40.01,201.42,0.1262,0.75,39.4,0.432,0.7709,29.08,5,1.554,1.024,66.51,0.0,72.57,High
2018-07-27,Sikkim,27.01345041315274,88.0657554219331,157.52,375.26,976.31,82.63,350.0,1458.09,15.41,174.77,0.2196,0.75,14.48,0.6659,0.3671,64.73,1,6.488,6.376,36.28,1.0,78.08,Critical
2018-07-28,Arunachal Pradesh,28.96250581516914,93.70784027497827,105.7,205.29,597.52,26.71,200.31,413.38,3.91,14.11,0.0427,0.75,45.54,0.3202,0.3796,35.57,2,4.266,7.989,31.69,1.0,70.81,High
2018-07-28,Assam,26.76923718682365,95.26441630020616,126.89,401.94,770.22,61.35,272.33,1027.22,14.32,133.77,-0.1746,0.75,13.51,0.7349,0.397,49.17,0,2.313,9.565,35.24,1.0,76.51,Critical
2018-07-28,Meghalaya,25.100239139457717,90.52494219179867,211.2,379.22,1114.56,90.34,350.0,295.2,21.59,325.5,0.3632,0.75,30.13,0.5175,0.4593,68.52,3,0.03,6.375,61.8,1.0,85.14,Critical
2018-07-28,Meghalaya,25.181139445050857,92.48092264169644,176.02,413.96,1010.9,83.81,350.0,1075.06,3.47,245.34,-0.1225,0.75,39.71,0.5856,0.3418,65.12,2,0.773,1.122,68.46,1.0,83.45,Critical
2018-07-28,Meghalaya,26.183157363884018,92.00791000560204,81.36,209.22,537.67,39.8,160.37,1329.87,16.08,105.28,-0.1036,0.75,62.46,0.6595,0.6614,38.46,4,1.561,2.008,62.06,1.0,71.57,High
2018-07-28,Sikkim,27.949344647030102,88.8664439980124,45.83,88.22,283.28,24.18,82.87,626.65,20.05,105.0,-0.2288,0.4923,42.51,0.3236,0.5001,20.13,4,1.198,1.951,66.09,1.0,44.03,Moderate
2018-07-29,Arunachal Pradesh,28.948248397400068,96.38494802827506,210.16,622.72,1126.07,52.81,350.0,499.19,48.0,209.53,-0.1693,0.75,42.0,0.5128,0.7131,78.89,4,2.083,1.42,67.29,1.0,90.55,Critical
2018-07-29,Assam,25.09593517771127,95.71353624579736,83.73,251.69,512.09,36.51,197.22,812.05,24.25,84.23,0.3594,0.75,51.92,0.6326,0.6608,41.98,3,1.833,2.874,64.12,1.0,75.79,Critical
2018-07-29,Manipur,24.3792068516842,94.08681350531327,52.97,176.4,356.85,29.05,91.54,438.4,17.88,141.43,0.0731,0.75,39.48,0.4128,0.4035,33.81,2,5.137,3.673,36.92,1.0,45.43,Moderate
2018-07-29,Manipur,25.66032489204281,94.04700431196885,81.85,297.81,617.65,18.08,194.59,1360.41,13.84,24.9,0.0271,0.75,56.72,0.4816,0.4909,41.91,1,2.116,2.414,56.25,1.0,60.35,High
2018-07-29,Manipur,25.391145897545346,93.420215197789,18.52,112.0,149.53,4.04,26.97,2396.34,16.43,189.98,-0.0481,0.6761,26.08,0.7832,0.5635,25.02,4,1.458,4.81,60.76,0.0,32.84,Low
2018-07-29,Manipur,23.9061081173001,94.23720413489703,67.91,178.76,397.9,33.15,88.4,1185.96,48.0,294.03,-0.3704,0.75,17.46,0.0974,0.7048,37.63,2,4.267,3.497,35.62,0.0,58.01,High
2018-07-29,Meghalaya,25.61589136630847,92.35468210615993,216.87,537.69,962.1,108.01,350.0,1395.94,33.66,233.41,0.0588,0.75,34.07,0.8199,0.7492,54.94,7,1.079,1.533,78.74,1.0,92.22,Critical
2018-07-29,Meghalaya,25.935842878026282,90.5875422315391,102.79,219.39,657.92,29.15,228.36,1191.62,27.43,342.18,0.07,0.75,50.6,0.6554,0.5062,44.2,1,3.054,0.816,51.98,0.0,67.62,High
2018-07-29,Mizoram,23.41790478571749,93.20117382507763,93.1,226.08,521.71,32.81,161.31,1398.7,17.93,255.0,0.1086,0.75,38.93,0.7536,0.6094,43.0,4,6.415,0.785,53.05,1.0,82.61,Critical
2018-07-29,Nagaland,26.292838878903083,93.55209153253284,104.64,201.95,450.29,31.12,117.34,403.1,23.01,75.96,0.0178,0.75,39.03,0.4618,0.5119,29.14,3,4.406,1.874,41.83,0.0,63.44,High
2018-07-29,Nagaland,25.2932615485544,94.5565927611912,62.2,138.58,299.23,24.38,74.07,342.76,26.09,145.74,0.0718,0.6749,34.95,0.5995,0.4842,21.26,4,4.494,4.813,40.17,0.0,60.91,High
2018-07-29,Tripura,24.05049056427044,91.82282341078516,140.14,323.72,948.1,28.55,350.0,314.49,22.64,207.9,0.1762,0.75,50.52,0.3626,0.7387,60.29,5,1.732,2.781,62.7,1.0,87.4,Critical
2018-07-30,Assam,26.174262556833444,90.02879453132233,65.83,194.62,498.37,17.13,142.15,1029.31,35.23,168.52,0.0521,0.75,24.46,0.5556,0.7051,35.9,7,0.531,0.203,84.76,1.0,81.25,Critical
2018-07-30,Assam,26.500742308980954,95.3580071796511,167.18,373.96,814.67,80.3,320.41,816.95,18.3,17.03,-0.2621,0.75,21.48,0.3997,0.692,50.07,2,7.007,2.202,33.91,1.0,81.73,Critical
2018-07-30,Nagaland,26.45704193465148,93.84156315601955,96.72,304.8,501.4,23.21,168.93,1273.19,3.58,110.25,0.0392,0.75,30.15,0.7058,0.3118,33.89,0,4.264,2.209,46.29,1.0,61.35,High
2018-07-30,Nagaland,25.78227530779532,94.58007473240244,64.04,187.36,350.95,29.3,84.77,780.84,40.98,350.31,0.0635,0.75,37.27,0.6232,0.5839,28.38,2,0.298,1.165,89.09,1.0,82.63,Critical
2018-07-31,Manipur,24.444088177678253,94.02439694229643,283.2,958.33,2260.8,132.28,350.0,445.54,25.0,100.12,0.03,0.75,26.07,0.5239,0.4779,100.0,9,3.393,7.166,35.11,1.0,82.09,Critical
2018-07-31,Mizoram,22.039657442602017,92.47074079985289,192.2,484.72,992.9,90.05,350.0,1196.53,48.0,17.2,-0.0031,0.75,22.69,0.5045,0.8598,67.16,2,5.626,6.916,33.57,1.0,87.72,Critical
2018-07-31,Sikkim,27.041382615617703,88.48489321724152,60.1,141.01,373.21,21.53,96.89,902.06,13.58,192.19,0.1977,0.7267,32.27,0.3524,0.43,27.44,4,6.287,2.767,38.9,0.0,39.32,Moderate
2018-07-31,Tripura,23.41838238796989,92.26359033626345,119.92,382.95,671.36,62.21,222.75,640.94,20.45,278.69,0.0757,0.75,33.69,0.6484,0.4961,48.23,2,0.961,7.018,51.48,1.0,72.29,High
2018-07-31,Tripura,23.084120362528953,92.25449841905505,95.07,283.23,529.4,48.49,147.08,1859.9,29.07,85.42,0.2757,0.75,21.91,0.5892,0.8224,37.74,2,7.408,5.249,37.43,1.0,83.23,Critical
2018-08-01,Assam,24.26157651084927,91.12189644638754,69.43,249.55,562.2,20.12,172.87,1344.42,13.2,58.93,0.0263,0.75,37.04,0.503,0.4448,36.57,3,0.427,1.706,71.87,1.0,69.18,High
2018-08-01,Meghalaya,25.675794505999125,92.52778030174326,218.85,704.99,1712.66,84.01,350.0,909.49,8.55,233.27,-0.104,0.75,19.97,0.6495,0.412,100.0,2,4.817,11.742,31.43,1.0,80.17,Critical
2018-08-01,Nagaland,26.496950122666636,94.1508758148145,123.46,366.29,864.77,41.03,350.0,976.13,35.27,102.88,-0.2029,0.75,24.23,0.327,0.4922,51.37,3,1.932,8.322,48.68,0.0,80.66,Critical
2018-08-01,Sikkim,27.54512108425361,88.70691911703683,170.6,431.03,1136.34,42.46,350.0,566.81,11.76,297.8,0.0479,0.75,42.28,0.5663,0.3956,62.7,1,1.845,3.092,63.36,1.0,84.07,Critical
2018-08-02,Arunachal Pradesh,27.40400021949158,93.42867205582456,106.84,215.82,424.16,54.55,72.17,1081.91,41.79,22.88,0.1403,0.75,41.62,0.576,0.6913,43.12,6,3.571,2.075,46.41,1.0,82.53,Critical
2018-08-02,Arunachal Pradesh,29.41975177050087,97.49496209306385,133.48,229.21,399.83,44.46,97.13,872.64,17.51,12.06,-0.1157,0.75,26.0,0.2786,0.5657,29.44,5,2.12,0.625,67.72,1.0,73.72,High
2018-08-02,Manipur,25.585819325034343,94.75483022593758,95.81,273.13,848.86,34.81,314.71,1107.57,14.83,194.32,0.1896,0.75,26.85,0.677,0.4262,53.17,3,1.324,0.55,74.55,1.0,78.15,Critical
2018-08-02,Meghalaya,25.504185553558226,90.23624163975762,107.05,182.66,384.93,32.54,71.63,20.0,22.89,186.04,0.0461,0.75,35.95,0.4015,0.6892,29.98,4,14.913,4.554,29.99,0.0,43.21,Moderate
2018-08-02,Sikkim,27.158125406557165,88.10340869903185,116.51,292.1,676.42,45.21,224.13,2018.7,24.59,52.83,0.1119,0.75,32.54,0.7128,0.6478,44.15,1,1.726,0.634,75.55,0.0,79.26,Critical
2018-08-03,Arunachal Pradesh,27.053394130918477,92.47948763358474,82.74,172.44,466.45,44.66,105.57,1889.05,21.13,162.51,-0.2185,0.75,32.36,0.3182,0.5311,25.28,1,3.414,7.255,35.16,1.0,43.13,Moderate
2018-08-03,Arunachal Pradesh,28.554245391332802,92.991720319511,114.16,286.74,668.58,58.15,238.24,602.77,13.51,351.14,-0.2398,0.75,34.13,0.3917,0.5592,50.83,6,1.403,4.895,51.55,1.0,75.75,Critical
2018-08-03,Assam,24.041224740725053,90.30285946639754,264.94,510.68,1051.44,75.48,350.0,1108.37,21.06,125.49,-0.187,0.75,22.34,0.5737,0.5307,68.25,3,3.963,2.497,40.4,1.0,83.64,Critical
2018-08-03,Assam,26.1931395482443,90.89365217144561,70.56,134.19,273.68,26.6,25.94,1255.08,15.22,228.83,-0.1056,0.6109,33.0,0.588,0.6642,32.92,10,1.907,0.573,58.74,0.0,47.47,Moderate
2018-08-03,Manipur,24.651184651761373,94.07822036108304,115.43,226.65,468.48,48.67,124.38,1341.59,7.19,249.12,-0.1715,0.75,35.41,0.6103,0.3925,28.6,1,11.295,3.282,21.6,1.0,67.88,High
2018-08-03,Meghalaya,25.562837424731505,92.2336597930543,159.22,346.12,849.77,60.66,319.04,1114.63,9.01,265.5,-0.1961,0.75,45.24,0.7535,0.2278,47.1,4,2.634,4.327,58.16,1.0,77.54,Critical
2018-08-03,Meghalaya,25.78646970545672,90.82317141245484,260.61,636.9,1723.93,125.41,350.0,508.83,19.04,76.51,0.1252,0.75,62.15,0.4179,0.559,100.0,2,2.848,1.432,54.51,1.0,85.92,Critical
2018-08-03,Mizoram,23.112092380315673,92.31703619890794,14.02,51.88,63.79,7.27,-67.6,1561.23,18.51,106.48,-0.0156,0.4893,11.25,0.6131,0.2752,8.11,1,2.365,3.006,45.28,0.0,12.58,Low
2018-08-03,Nagaland,25.440711566305264,93.53921856045558,150.93,504.31,1240.46,38.37,350.0,417.24,5.72,145.52,0.2742,0.75,31.65,0.7367,0.4581,65.03,1,1.651,1.5,62.81,1.0,84.0,Critical
2018-08-03,Sikkim,27.630661615086442,88.53743058428299,184.02,351.22,631.09,63.96,213.84,1320.49,13.51,219.62,0.1351,0.75,46.86,0.4092,0.4998,41.42,1,1.693,8.886,52.48,1.0,79.91,Critical
2018-08-04,Arunachal Pradesh,26.599811521497656,93.38809501109665,111.46,325.16,705.66,55.67,257.3,1054.78,3.88,69.61,0.4118,0.75,26.61,0.3172,0.3371,50.11,0,1.726,1.921,71.48,1.0,71.74,High
2018-08-04,Manipur,24.061902395216183,93.79400213203415,46.93,120.94,298.17,24.73,50.05,1211.46,10.04,100.54,-0.1371,0.6442,62.16,0.5458,0.4433,28.0,3,2.623,1.327,54.41,0.0,21.85,Low
2018-08-04,Meghalaya,25.712288617996187,91.17660400074817,180.86,583.46,1457.08,45.82,350.0,20.0,4.99,14.6,0.1309,0.75,29.0,0.5124,0.3642,84.12,4,1.72,10.147,54.1,1.0,81.5,Critical
2018-08-04,Meghalaya,25.220656875305096,91.00722630099091,154.85,356.71,1027.91,55.75,350.0,285.88,9.08,160.1,0.0167,0.75,47.0,0.5181,0.5119,61.88,1,1.536,1.561,70.74,1.0,84.65,Critical
2018-08-04,Mizoram,22.69151259023946,92.24550166831547,44.16,116.18,348.04,11.42,81.09,1124.53,11.75,76.29,0.0115,0.6318,29.61,0.4519,0.5066,27.72,1,1.878,4.5,47.07,0.0,30.85,Low
2018-08-04,Nagaland,26.83468523614239,94.67952781976497,25.12,66.34,144.56,7.43,-26.28,473.61,19.7,328.63,-0.1669,0.4348,24.36,0.7372,0.4499,25.44,3,6.836,1.462,38.86,1.0,24.63,Low
2018-08-04,Sikkim,27.420564235916398,88.17433446729338,134.88,261.96,771.74,46.37,302.36,951.94,48.0,68.69,-0.0406,0.75,20.12,0.5408,0.7081,56.52,4,3.765,1.318,49.35,1.0,86.32,Critical
2018-08-05,Arunachal Pradesh,28.604666371955382,93.39067731321767,103.27,221.86,376.57,21.2,94.43,684.83,36.49,210.69,-0.1247,0.75,28.58,0.7333,0.7202,29.52,5,4.851,1.15,49.39,1.0,67.09,High
2018-08-05,Assam,26.089202982188123,95.94679823377896,82.22,269.76,462.85,37.83,157.82,1498.31,14.21,193.26,0.0649,0.75,22.31,0.4073,0.5159,35.47,1,3.547,1.844,44.66,1.0,65.66,High
2018-08-05,Assam,27.04195867684579,91.26270414836866,65.65,199.01,640.9,29.01,236.08,1548.42,16.57,155.28,0.125,0.75,43.53,0.5587,0.5371,41.96,3,4.552,3.814,40.04,1.0,62.79,High
2018-08-05,Assam,26.877362322932505,91.88535640200118,104.03,207.6,537.71,48.78,159.8,1113.58,11.8,308.46,-0.0746,0.75,32.27,0.5628,0.5419,34.01,1,6.186,5.968,31.41,0.0,57.85,High
2018-08-05,Assam,25.61866719115116,91.02174295194447,190.73,367.46,755.55,71.65,266.04,190.13,36.95,35.9,0.2122,0.75,33.37,0.172,0.6378,54.5,2,4.825,4.996,26.96,1.0,81.44,Critical
2018-08-05,Meghalaya,25.104718972367955,90.81645716388596,161.6,290.62,508.71,53.77,150.36,1082.7,35.8,11.29,0.0827,0.75,40.29,0.628,0.6713,40.95,5,2.295,6.646,39.91,1.0,82.05,Critical
2018-08-05,Sikkim,27.571926043918232,88.56185728023101,42.65,125.31,362.82,15.85,89.78,269.38,19.57,355.95,-0.2103,0.5764,41.17,0.4781,0.6316,31.5,1,1.61,2.863,64.94,0.0,36.21,Moderate
2018-08-05,Tripura,22.90591331475024,91.20133025340434,72.74,160.53,433.84,36.45,102.01,560.28,5.99,118.14,-0.1582,0.75,41.42,0.3097,0.4538,31.31,1,3.106,7.217,34.0,1.0,48.38,Moderate
2018-08-05,Tripura,23.085502607789895,91.86642899496269,52.11,101.74,163.62,17.6,-7.95,1154.77,20.54,308.06,0.1449,0.5133,11.24,0.5232,0.4675,20.58,3,5.105,3.024,31.36,0.0,37.48,Moderate
2018-08-06,Assam,24.697229435786415,90.05158267105244,81.62,244.5,744.3,17.99,271.31,1879.66,14.3,156.61,0.0566,0.75,42.73,0.3228,0.6304,58.04,1,13.754,4.632,22.73,1.0,71.49,High
2018-08-06,Assam,24.332545647009738,94.40169878452807,86.32,239.5,697.03,33.7,233.42,950.36,19.5,156.01,0.0157,0.75,33.98,0.3996,0.29,33.3,4,4.325,5.25,35.5,1.0,63.48,High
2018-08-06,Mizoram,23.070253192872897,93.08857199355845,86.61,259.43,528.19,22.24,155.38,1746.93,24.46,252.4,-0.1663,0.75,50.4,0.5671,0.7441,39.48,2,2.996,2.904,58.85,1.0,81.51,Critical
