date,state,latitude,longitude,rainfall_24h_mm,rainfall_72h_mm,rainfall_7d_mm,rainfall_intensity_3h_mm,rainfall_anomaly_pct,elevation_m,slope_deg,aspect_deg,curvature,soil_moisture,clay_pct,ndvi,geology_risk_index,displacement_mm,historical_landslide_count,distance_to_road_km,distance_to_settlement_km,infrastructure_exposure_index,landslide_occurrence,risk_score_demo,risk_class_demo
2018-12-12,Meghalaya,25.41196243805215,91.13319273247812,18.52,59.72,74.6,6.97,-10.93,1515.17,13.85,36.6,0.213,0.4252,52.44,0.5124,0.5791,7.54,1,2.069,4.019,60.78,0.0,25.17,Low
2018-12-12,Meghalaya,25.487913674735363,91.69254888884416,0.0,34.61,67.88,0.0,-26.24,1388.63,13.83,259.61,-0.1919,0.388,25.68,0.7371,0.3384,14.06,3,1.694,0.765,69.43,0.0,18.66,Low
2018-12-12,Mizoram,22.174954107427563,92.95718133252228,55.95,150.24,192.5,19.62,73.15,1404.89,36.18,256.65,-0.0567,0.75,32.44,0.4603,0.6336,19.4,2,1.719,0.781,67.88,1.0,50.75,Moderate
2018-12-12,Nagaland,25.481559507284715,94.6652704465734,13.82,37.63,118.5,4.81,-14.38,556.27,11.53,231.63,0.3892,0.2644,24.05,0.3499,0.4708,7.24,1,1.994,5.096,41.88,0.0,24.37,Low
2018-12-12,Sikkim,27.827109250409144,88.61440003861762,34.11,55.84,208.04,11.79,58.39,590.05,48.0,78.02,0.0604,0.6453,30.01,0.5097,0.803,22.57,4,1.055,13.429,45.87,0.0,67.12,High
2018-12-12,Tripura,24.069109895848946,91.43601511867207,28.21,98.19,297.79,6.56,116.37,20.0,7.52,57.46,-0.1174,0.529,18.81,0.5348,0.4329,23.01,4,2.034,2.306,63.33,0.0,27.99,Low
2018-12-13,Arunachal Pradesh,26.683834645421364,95.34545363201912,34.1,98.98,252.94,11.93,109.99,971.84,12.13,44.35,-0.0825,0.6447,19.62,0.2357,0.5343,11.75,3,7.838,12.873,14.28,0.0,28.13,Low
2018-12-13,Arunachal Pradesh,27.300833254505697,96.08712215739796,45.44,107.78,360.47,14.24,196.22,1454.98,8.86,49.72,0.0255,0.6362,38.04,0.6381,0.4885,24.9,2,4.239,0.603,44.46,0.0,27.41,Low
2018-12-13,Arunachal Pradesh,27.169052047626636,95.80301679591439,29.67,62.97,178.58,7.18,55.06,1905.02,15.68,259.31,-0.1595,0.3554,18.9,0.6476,0.4559,10.99,1,1.728,7.234,44.4,1.0,28.58,Low
2018-12-13,Assam,26.01663397622456,93.5057075020818,46.99,170.81,383.74,15.99,199.67,1657.33,11.52,73.27,-0.009,0.75,22.49,0.468,0.5004,33.22,2,1.641,1.846,63.51,0.0,39.82,Moderate
2018-12-13,Assam,27.59315677714082,95.11538452530341,49.68,119.42,254.61,13.29,110.8,2095.46,25.95,52.55,-0.1406,0.6376,34.34,0.4615,0.6126,20.76,5,3.338,2.136,58.82,1.0,33.11,Low
2018-12-13,Mizoram,23.143605840735347,93.21592438688803,50.02,102.57,350.46,19.87,195.38,941.4,14.62,40.38,-0.0375,0.5772,33.79,0.5515,0.4743,23.41,4,0.817,1.369,82.4,0.0,52.76,Moderate
2018-12-13,Tripura,23.05486792305795,91.73676808603561,15.18,28.37,77.14,4.74,-52.9,950.68,8.44,293.07,0.2256,0.1974,20.08,0.7092,0.3971,4.47,0,0.957,2.979,73.88,0.0,19.8,Low
2018-12-14,Arunachal Pradesh,27.906586380341427,96.28953048502616,23.67,95.26,225.67,5.88,107.8,134.63,17.01,108.34,0.0434,0.6928,28.83,0.4889,0.3376,25.6,0,2.404,4.383,42.92,1.0,26.32,Low
2018-12-14,Arunachal Pradesh,27.749546381933357,96.33496506305684,32.45,87.07,185.77,10.93,73.29,1438.9,18.24,265.0,-0.0017,0.5101,17.55,0.7552,0.5128,23.69,4,1.384,4.033,61.12,0.0,32.75,Low
2018-12-14,Assam,26.702263309541866,92.3149284193474,43.91,103.92,210.62,19.33,86.75,1567.65,34.99,185.1,-0.2224,0.7066,32.5,0.7801,0.6157,19.8,1,4.496,10.216,32.82,1.0,41.97,Moderate
2018-12-14,Assam,26.921070629010067,92.38404176024653,54.49,117.89,288.28,12.41,146.44,1657.35,18.49,212.83,-0.3591,0.6512,27.25,0.5458,0.4063,18.92,1,4.694,1.833,38.51,0.0,28.99,Low
2018-12-14,Manipur,24.151792733661544,93.19419552209386,4.17,56.07,121.47,1.18,14.08,534.03,21.21,136.36,-0.0745,0.4655,32.93,0.3531,0.4153,16.88,3,9.41,4.839,24.48,0.0,18.36,Low
2018-12-14,Manipur,24.56869121729852,93.97932073861662,6.05,14.55,31.84,1.52,-70.26,1547.31,15.12,33.87,-0.0026,0.2774,48.15,0.5289,0.4855,16.03,1,1.868,2.077,59.51,0.0,18.78,Low
2018-12-14,Meghalaya,25.203468342810496,91.83501013759712,14.8,70.32,225.24,6.92,95.71,1164.8,1.65,310.86,0.1414,0.4009,19.97,0.5523,0.1371,12.72,1,0.583,1.862,82.5,0.0,19.44,Low
2018-12-14,Mizoram,23.82992437279573,92.8401898938296,21.63,58.33,195.95,7.04,67.16,577.15,24.58,92.57,0.236,0.5248,32.93,0.6767,0.6245,23.09,4,5.266,2.376,41.31,0.0,27.27,Low
2018-12-14,Nagaland,26.168664501507465,94.75666068073325,54.15,179.11,339.46,12.73,150.81,157.91,15.13,304.86,-0.028,0.75,29.63,0.5028,0.3727,19.52,1,3.139,2.841,54.36,0.0,34.8,Low
2018-12-14,Sikkim,27.87559400790729,88.722301556526,27.14,83.25,178.05,13.43,50.58,559.07,23.33,220.21,-0.1646,0.5734,33.21,0.6942,0.6524,14.73,5,0.59,1.467,73.25,0.0,44.63,Moderate
2018-12-14,Sikkim,27.834858406285107,88.76296063807769,19.9,75.0,113.66,4.42,1.82,1545.51,19.6,269.63,0.3092,0.505,33.15,0.5976,0.4907,7.12,1,0.468,1.225,74.77,0.0,23.74,Low
2018-12-14,Tripura,23.827020301583477,92.16985510295255,43.8,72.36,102.8,18.43,18.23,1148.32,34.73,224.96,0.1844,0.525,32.84,0.5504,0.6128,19.25,2,3.903,3.074,39.74,0.0,37.63,Moderate
2018-12-15,Arunachal Pradesh,27.43204854522409,96.31249520593678,8.06,14.03,15.06,2.59,-77.9,156.56,25.85,350.12,-0.2676,0.3174,20.45,0.608,0.522,9.68,2,3.659,11.01,35.24,0.0,18.74,Low
2018-12-15,Assam,26.555162906031995,92.38953492050257,16.12,51.57,124.89,7.08,9.23,1044.17,25.73,335.74,-0.0551,0.343,22.4,0.3985,0.3934,12.87,2,6.539,5.255,24.92,0.0,19.27,Low
2018-12-15,Assam,26.196222333537047,92.87374147529907,23.7,49.84,125.91,6.61,15.04,1761.99,20.79,314.1,-0.5349,0.4082,36.18,0.5091,0.386,6.61,1,0.92,5.202,50.74,0.0,18.49,Low
2018-12-15,Assam,26.49004102218574,92.33748580385996,48.17,119.14,206.08,14.69,61.68,1632.66,7.8,193.33,0.3097,0.5297,18.16,0.6478,0.4485,14.98,3,2.623,4.432,39.17,0.0,35.02,Moderate
2018-12-15,Assam,26.777562015898674,91.32296298961816,0.18,1.24,40.02,0.1,-54.8,283.81,33.94,213.7,-0.3511,0.3285,11.53,0.6633,0.618,13.1,7,0.769,0.696,78.62,0.0,31.91,Low
2018-12-15,Manipur,24.11504456192651,93.65430263840446,79.65,225.97,462.21,33.22,288.15,1141.16,2.41,170.87,-0.2463,0.75,39.23,0.5629,0.3372,33.43,0,4.429,5.394,26.84,1.0,55.04,High
2018-12-15,Meghalaya,25.72484039047024,91.31868147184488,8.74,38.2,139.59,2.11,15.77,929.68,17.13,44.98,0.046,0.4338,28.1,0.7226,0.5714,11.7,5,3.231,11.845,35.24,0.0,18.89,Low
2018-12-15,Meghalaya,25.718109348169158,91.10541657003436,34.58,108.19,220.07,16.27,55.97,524.59,9.62,280.06,0.1644,0.5154,31.06,0.4461,0.5231,18.44,1,0.636,0.436,73.93,0.0,39.92,Moderate
2018-12-15,Nagaland,26.163117067862387,94.52548506971328,78.61,158.08,331.29,16.58,199.64,1106.98,20.05,9.3,0.009,0.75,24.64,0.7116,0.5935,28.0,3,2.619,2.402,62.79,1.0,59.54,High
2018-12-15,Sikkim,27.101897666498047,88.39651319089937,4.35,4.35,6.71,1.14,-100.0,1011.82,8.82,36.89,0.1406,0.1911,30.87,0.6293,0.3418,5.83,1,1.624,2.349,53.2,0.0,16.83,Low
2018-12-16,Arunachal Pradesh,27.394802540828692,96.11765192210314,33.45,95.8,202.81,17.27,51.87,1721.19,6.14,85.07,-0.0549,0.5502,5.0,0.3247,0.3454,17.1,1,2.539,7.689,47.85,1.0,24.74,Low
2018-12-16,Assam,24.616491985796877,92.8747996765924,16.6,82.28,240.63,6.69,76.4,676.22,12.72,123.44,-0.3195,0.5162,40.24,0.5141,0.4341,13.87,2,2.89,2.639,50.02,0.0,25.78,Low
2018-12-16,Manipur,25.191176727682155,93.59127245863118,0.0,40.01,68.67,0.0,-52.69,1005.77,5.86,219.45,-0.1152,0.4727,23.33,0.4903,0.2206,16.49,2,1.409,11.063,41.0,0.0,14.03,Low
2018-12-16,Manipur,25.089549831125062,93.7838492777796,20.46,54.39,120.59,6.47,26.36,864.11,7.05,189.96,-0.0125,0.381,39.78,0.92,0.383,17.45,4,5.622,3.913,32.25,0.0,15.13,Low
2018-12-16,Meghalaya,25.272436952181714,91.2165763385328,21.34,104.7,252.48,10.14,120.53,755.29,19.91,141.05,0.2944,0.6336,39.16,0.6025,0.5311,26.63,3,2.035,2.811,51.59,1.0,48.3,Moderate
2018-12-16,Mizoram,22.4028260119952,93.07841784576456,7.93,26.43,86.05,2.7,-39.72,20.0,12.59,73.72,0.1622,0.3162,34.39,0.5617,0.4284,9.6,3,0.529,6.666,71.53,0.0,26.58,Low
2018-12-16,Sikkim,27.76163054180062,88.52904281574516,4.82,4.82,8.2,2.06,-79.58,1880.05,6.51,312.2,-0.037,0.173,38.1,0.463,0.5639,3.71,4,4.859,1.33,53.36,0.0,22.21,Low
2018-12-16,Tripura,23.712122122407255,91.25482328970462,52.67,191.43,463.95,11.47,305.22,1234.98,11.32,178.5,0.0183,0.75,27.48,0.6531,0.5781,40.57,5,2.249,1.468,52.24,1.0,57.11,High
2018-12-17,Arunachal Pradesh,27.92885998197529,95.53308939435797,28.92,28.92,41.95,9.98,-77.3,2191.61,12.17,133.61,-0.057,0.2305,19.08,0.4524,0.3824,8.59,0,3.468,6.532,32.9,0.0,13.81,Low
2018-12-17,Arunachal Pradesh,27.437519030058677,96.75872733038601,8.89,85.87,166.78,2.85,17.74,1123.29,37.16,75.66,0.2699,0.6509,31.24,0.4996,0.7401,21.98,4,9.686,2.182,32.27,0.0,39.21,Moderate
2018-12-17,Assam,25.935891981482214,92.31006189483469,0.0,0.0,29.39,0.0,-53.95,1259.23,30.51,47.62,-0.2823,0.2552,41.18,0.5811,0.7467,10.93,4,2.64,3.513,41.57,0.0,27.22,Low
2018-12-17,Assam,27.86587775806548,95.57553605681457,91.91,263.26,465.18,44.82,289.31,20.0,10.24,105.75,0.1701,0.75,57.75,0.5844,0.3782,37.37,1,5.756,3.349,45.49,0.0,70.65,High
2018-12-17,Meghalaya,25.58989167208655,91.7660067120561,34.17,56.6,163.56,11.78,49.54,20.0,8.98,309.38,0.2464,0.3441,18.3,0.7014,0.4642,16.85,1,0.217,4.705,75.31,0.0,21.81,Low
2018-12-18,Manipur,25.370075332730128,93.9157421900055,21.88,105.15,143.64,7.78,3.84,1347.86,18.27,225.36,0.0201,0.5876,12.09,0.6162,0.5416,19.17,3,3.867,4.873,39.89,1.0,27.03,Low
2018-12-18,Meghalaya,25.31585620269388,91.20031207148952,2.6,13.27,97.85,1.2,-24.84,1900.9,11.43,99.08,0.1292,0.2475,46.55,0.4185,0.3913,16.14,5,4.754,7.942,31.58,0.0,13.22,Low
2018-12-18,Mizoram,23.409468082643418,93.2620879514253,52.09,118.57,255.81,11.98,137.42,973.88,21.55,122.43,-0.2866,0.75,30.81,0.5827,0.469,28.66,1,2.862,3.958,43.79,0.0,34.27,Low
2018-12-18,Nagaland,26.12128858227657,94.27064753806276,21.66,61.55,114.82,6.23,14.05,1884.36,14.74,164.29,0.067,0.4909,41.16,0.4733,0.3902,9.98,2,3.631,2.763,56.23,0.0,21.95,Low
2018-12-18,Sikkim,27.770443399100202,88.71353343909307,45.45,92.75,170.97,14.48,49.45,1095.45,12.3,180.94,0.2136,0.599,40.48,0.6436,0.5378,11.79,1,0.846,1.592,72.33,0.0,37.44,Moderate
2018-12-18,Sikkim,27.371852556886488,88.68398352867146,12.28,16.55,30.44,5.55,-92.5,704.36,12.38,23.19,-0.1367,0.2137,27.48,0.4687,0.5163,10.79,1,2.18,6.147,40.81,0.0,15.98,Low
2018-12-18,Sikkim,27.959037737360035,88.22758528012417,28.38,52.61,164.85,8.35,41.83,258.21,8.55,136.89,0.0815,0.3281,40.98,0.7796,0.381,22.39,2,4.412,3.428,48.91,0.0,24.2,Low
2018-12-19,Arunachal Pradesh,28.08091335156485,96.30628522795149,36.8,98.1,148.17,12.69,13.65,916.15,8.73,332.22,-0.3607,0.6492,28.83,0.7574,0.5146,21.57,1,2.385,2.49,59.44,0.0,26.87,Low
2018-12-19,Assam,26.044401986656215,90.42347849187135,41.68,91.02,306.54,18.38,171.08,403.65,10.44,48.45,0.1102,0.5736,47.93,0.572,0.3956,26.8,3,6.925,3.635,36.52,0.0,31.11,Low
2018-12-19,Assam,26.403334865991795,90.06708173201869,0.0,0.0,0.0,0.0,-100.0,522.94,44.56,88.05,0.0075,0.337,32.04,0.3793,0.7416,1.66,6,2.099,2.473,50.07,0.0,31.29,Low
2018-12-19,Assam,26.04355508478453,93.47689705166576,34.65,108.2,272.49,8.6,97.83,20.0,26.57,318.07,0.4719,0.6586,38.61,0.5078,0.635,31.46,0,0.605,2.108,68.84,0.0,37.6,Moderate
2018-12-19,Meghalaya,25.672056402222218,91.43880192886216,12.04,49.97,107.9,3.04,-28.19,1267.41,20.47,218.84,0.1476,0.5611,38.65,0.5606,0.2949,11.61,1,2.827,2.998,49.43,1.0,23.19,Low
2018-12-19,Meghalaya,25.154745306845005,91.74618286763852,17.22,33.56,88.18,7.65,-54.85,858.9,27.4,218.79,0.0613,0.3709,19.3,0.3381,0.5269,17.61,2,3.345,11.135,33.19,0.0,24.21,Low
2018-12-20,Manipur,24.287630442073766,94.08715714756396,32.18,101.2,219.91,11.56,83.16,971.81,22.47,29.66,0.0154,0.75,41.62,0.5502,0.5496,17.77,1,5.156,2.074,41.94,0.0,29.9,Low
2018-12-20,Manipur,24.79760460815274,93.25960399265703,24.67,46.24,138.45,7.08,3.67,1602.9,45.04,47.37,0.0394,0.4228,33.29,0.5645,0.8443,28.88,3,4.282,3.185,35.0,0.0,36.94,Moderate
2018-12-20,Meghalaya,25.660377624570437,90.34212742443793,10.24,10.24,10.24,3.47,-94.83,20.0,37.04,358.31,-0.1178,0.3108,45.45,0.1347,0.6184,1.31,7,2.385,5.879,38.47,0.0,26.35,Low
2018-12-20,Mizoram,23.82971739365761,92.33855515693114,34.32,111.89,232.85,7.67,92.45,1704.5,11.73,353.44,0.3101,0.7148,17.04,0.6294,0.3286,23.19,3,3.297,0.947,55.19,1.0,37.08,Moderate
2018-12-21,Assam,24.724532088290783,92.93530025951763,95.5,221.18,567.75,20.66,350.0,942.05,17.99,12.08,-0.0844,0.75,20.0,0.7139,0.5572,30.13,2,4.281,5.854,31.81,1.0,64.34,High
2018-12-21,Meghalaya,25.83109409317297,92.12141618853383,81.28,247.82,677.5,43.66,350.0,620.93,21.28,201.93,0.0422,0.75,5.43,0.4064,0.4749,42.53,2,1.948,10.004,54.72,0.0,68.83,High
2018-12-22,Arunachal Pradesh,27.7418206830422,96.11687582814461,18.62,36.87,67.39,10.09,-59.08,1449.21,15.88,53.1,-0.1613,0.2993,35.04,0.3163,0.6075,17.23,2,4.529,2.183,54.48,0.0,25.26,Low
2018-12-22,Assam,27.561438536960978,95.6226810555647,56.83,158.17,470.66,21.03,266.97,107.91,47.68,192.06,-0.2402,0.75,31.38,0.2078,0.8255,38.38,7,1.293,5.893,54.27,1.0,83.55,Critical
2018-12-22,Meghalaya,25.27516987674042,92.75947853790613,10.55,17.79,117.57,3.08,-21.48,1166.92,29.99,76.22,0.0657,0.2754,21.93,0.8074,0.7334,7.37,4,5.561,1.085,55.59,0.0,28.76,Low
2018-12-22,Nagaland,26.825802516803915,94.89847925380052,28.15,68.11,212.09,7.54,66.59,1227.52,21.36,319.66,-0.0249,0.4459,30.69,0.7273,0.4873,18.0,5,1.096,1.073,65.87,1.0,31.53,Low
2018-12-22,Nagaland,25.963867916271397,94.38320175689431,117.36,218.62,658.01,47.96,350.0,1040.31,12.4,243.3,0.1038,0.75,28.74,0.5606,0.4334,45.56,4,1.914,2.551,64.4,1.0,68.16,High
2018-12-23,Arunachal Pradesh,27.871694621753022,95.33522260046462,36.49,78.56,81.01,10.54,-46.6,1248.14,42.15,38.98,0.0235,0.601,35.08,0.5815,0.5737,22.35,1,3.213,6.036,32.89,0.0,32.56,Low
2018-12-23,Assam,25.977187324911714,90.68351453185733,58.81,84.3,189.48,26.22,45.81,727.83,13.79,201.76,0.1059,0.7121,50.44,0.5274,0.6132,14.06,1,3.364,10.448,38.83,0.0,30.54,Low
2018-12-23,Assam,26.889838249079364,90.35367276494635,27.06,90.21,196.45,14.8,78.5,20.0,6.6,185.94,-0.1898,0.5357,29.34,0.5144,0.3706,4.89,5,6.219,1.776,34.95,0.0,18.06,Low
2018-12-23,Manipur,24.618874820364166,94.03670112554914,102.04,368.22,1203.79,46.53,350.0,1066.0,5.98,315.15,-0.1604,0.75,29.0,0.4835,0.5463,68.47,1,3.614,3.44,41.08,1.0,77.41,Critical
2018-12-23,Meghalaya,25.28345855114617,91.07903015497845,17.88,52.72,125.63,5.32,-0.19,347.98,13.76,143.08,-0.0012,0.3347,38.96,0.4167,0.582,12.03,6,1.473,1.909,64.33,0.0,28.35,Low
2018-12-23,Mizoram,23.8974464344162,93.36606279251819,21.18,21.18,21.18,5.13,-100.0,1307.67,12.92,249.21,0.132,0.1007,30.06,0.6646,0.2634,9.54,1,1.897,6.877,50.39,0.0,15.11,Low
2018-12-23,Nagaland,25.996163515843065,94.34451469646719,10.36,57.18,183.66,3.66,46.39,1679.49,15.86,52.6,-0.2951,0.4961,45.54,0.5962,0.434,9.95,3,7.299,8.457,30.6,0.0,20.35,Low
2018-12-23,Sikkim,27.600929412839783,88.4579858965742,22.41,77.21,233.47,10.49,112.33,1264.53,4.72,22.75,0.0466,0.4358,41.77,0.6327,0.4041,17.24,1,1.616,3.593,55.31,0.0,23.2,Low
2018-12-24,Arunachal Pradesh,27.788577281155263,96.09434400268205,20.56,46.57,46.57,11.03,-63.53,1089.93,17.63,163.21,0.4019,0.3974,31.93,0.3994,0.3555,9.49,3,9.987,4.959,24.56,0.0,16.54,Low
2018-12-24,Arunachal Pradesh,27.685491989211776,96.4714646074605,25.67,125.84,380.98,6.15,248.25,1471.07,16.98,50.72,0.1808,0.4858,38.96,0.3153,0.4975,22.83,1,4.09,0.479,56.57,0.0,42.72,Moderate
2018-12-24,Meghalaya,25.26941721924527,90.98457283169047,48.95,100.61,164.81,13.71,30.27,1523.88,32.06,343.25,-0.1036,0.5562,32.58,0.47,0.7246,17.45,4,6.859,11.521,17.76,1.0,41.88,Moderate
2018-12-24,Sikkim,28.073558447001968,88.69206355145832,5.1,11.69,11.69,1.58,-86.56,1355.33,26.98,198.05,0.0741,0.2785,23.17,0.462,0.6955,14.32,4,2.254,5.303,58.34,0.0,24.58,Low
2018-12-25,Assam,27.009754937085482,92.74635884288423,51.25,89.29,155.48,10.95,30.16,1407.82,40.6,294.9,-0.0844,0.6148,59.63,0.5727,0.6984,24.23,4,0.594,3.526,58.68,1.0,43.91,Moderate
2018-12-25,Assam,26.505836745548194,90.4160968063015,15.52,15.52,15.52,3.8,-80.89,1435.18,48.0,57.63,0.2712,0.3626,59.67,0.4358,0.9625,15.78,2,0.605,1.059,82.13,0.0,52.97,Moderate
2018-12-25,Assam,26.739735818400113,91.68573404441064,1.71,9.4,23.95,0.9,-79.02,2150.54,16.18,240.06,-0.1342,0.2491,20.63,0.4107,0.4061,4.35,0,6.029,6.406,30.98,0.0,17.79,Low
2018-12-25,Meghalaya,25.71489079524991,90.89830323393576,15.59,24.46,33.72,5.35,-63.44,1237.24,32.52,231.99,0.2109,0.4948,50.58,0.6022,0.7659,6.43,4,0.857,1.848,67.47,0.0,33.02,Low
2018-12-25,Sikkim,27.48175163959682,88.41249460875738,50.1,89.5,289.4,24.03,132.22,20.0,15.12,118.32,-0.1518,0.6094,25.58,0.7506,0.2866,19.76,1,1.495,4.649,51.02,1.0,28.51,Low
2018-12-26,Arunachal Pradesh,27.75688706726594,96.86968342152274,14.59,14.59,14.59,5.49,-95.54,1528.24,7.66,104.13,-0.0851,0.2125,45.11,0.8798,0.7052,1.9,1,6.537,7.332,30.09,0.0,21.23,Low
2018-12-26,Assam,25.999201212765417,92.32748040427369,17.0,52.1,171.79,8.81,27.07,646.32,27.99,58.29,-0.0417,0.2737,34.05,0.3064,0.5788,18.65,3,1.326,0.307,80.77,1.0,42.7,Moderate
2018-12-26,Assam,27.392126503163556,95.37801251633887,70.38,119.91,282.94,22.1,127.32,1170.15,10.96,143.04,-0.1814,0.5165,35.71,0.3873,0.3688,16.85,3,8.713,6.697,15.65,0.0,36.04,Moderate
2018-12-26,Meghalaya,25.707868836256853,91.22542328739071,26.52,57.78,169.23,7.24,51.28,334.35,30.73,78.03,-0.1196,0.4009,33.07,0.4363,0.7441,16.72,4,0.808,7.064,55.61,0.0,31.44,Low
2018-12-26,Meghalaya,25.542948398979313,90.1523933820474,79.23,168.85,259.03,29.9,113.11,747.97,12.66,146.06,0.0304,0.75,9.36,0.4255,0.4076,19.21,3,7.609,10.18,14.79,1.0,42.59,Moderate
2018-12-26,Mizoram,24.091133580545595,92.90499862930201,36.04,138.69,316.96,18.89,163.58,88.28,20.79,243.61,-0.197,0.75,22.18,0.659,0.6365,29.44,2,1.192,2.551,69.25,1.0,38.06,Moderate
2018-12-27,Arunachal Pradesh,27.6947497175399,95.78143313855354,49.16,160.61,496.11,17.55,321.43,1075.17,8.88,223.93,-0.2524,0.6269,33.06,0.4117,0.3778,31.4,2,1.482,7.145,46.97,0.0,29.2,Low
2018-12-27,Meghalaya,25.459843322827954,90.85257886922668,88.51,191.64,502.81,38.59,316.24,1271.99,11.17,192.01,-0.0013,0.75,40.89,0.4036,0.1696,31.36,0,5.213,2.738,36.26,0.0,53.46,Moderate
2018-12-28,Arunachal Pradesh,27.457234503322002,96.7540110035377,28.14,47.24,126.09,9.36,13.89,1493.02,6.28,344.98,-0.0654,0.2987,44.46,0.5544,0.4002,15.64,0,3.758,6.002,39.2,0.0,16.0,Low
2018-12-28,Arunachal Pradesh,27.62198315846624,95.84209574988527,20.63,67.95,196.06,7.33,52.64,1316.42,11.04,209.44,-0.0332,0.4406,9.09,0.4656,0.3757,22.65,1,1.844,5.94,47.85,0.0,19.16,Low
2018-12-28,Assam,27.067761782175744,94.15642378959657,36.5,127.01,219.14,14.48,74.31,1162.75,8.47,26.89,0.2096,0.6527,32.98,0.92,0.3293,22.31,0,2.18,2.235,58.23,0.0,39.31,Moderate
2018-12-28,Assam,26.457750227968475,90.11963353291921,18.83,62.1,133.06,9.82,7.74,1255.46,19.86,295.96,-0.1835,0.4323,35.11,0.4939,0.6357,13.15,4,1.955,2.662,54.36,1.0,39.9,Moderate
2018-12-28,Manipur,24.36542237462824,93.92952371181327,4.22,4.22,4.22,2.01,-76.92,1144.27,6.84,91.97,0.1021,0.184,29.62,0.92,0.5092,2.12,1,2.266,0.357,61.85,0.0,24.81,Low
2018-12-28,Manipur,23.89976991735667,94.10865924005454,2.89,2.89,36.51,0.96,-71.85,1434.04,20.78,197.1,0.0991,0.1886,34.99,0.1858,0.4501,6.28,2,2.055,10.561,43.78,0.0,18.75,Low
2018-12-28,Meghalaya,25.27955552545297,91.50572647557544,42.56,158.89,434.94,22.75,272.27,867.89,20.7,165.52,-0.1152,0.7383,29.37,0.8349,0.5231,32.68,1,3.029,7.018,40.54,1.0,50.11,Moderate
2018-12-28,Mizoram,24.23734578852701,92.69030366020547,29.94,67.98,175.38,9.54,59.51,810.16,17.39,356.05,-0.0084,0.5091,26.62,0.4349,0.5042,24.23,1,4.261,3.446,50.32,0.0,25.41,Low
2018-12-28,Mizoram,23.37476333677433,93.09720879767912,42.03,77.03,226.15,9.89,80.04,1242.02,25.97,106.55,-0.324,0.5912,40.13,0.5083,0.7361,24.87,5,3.436,2.258,50.45,0.0,39.16,Moderate
2018-12-28,Sikkim,27.365518570490483,88.5429763225601,25.26,101.05,207.17,8.78,72.92,760.2,16.13,57.89,-0.0196,0.5275,33.73,0.5025,0.5499,18.21,3,0.505,2.634,76.21,0.0,38.63,Moderate
2018-12-28,Sikkim,27.864771070263846,88.277053629635,27.76,113.73,330.6,13.09,189.69,637.6,4.0,210.17,-0.0082,0.6166,26.05,0.5691,0.4954,28.15,2,3.358,2.405,56.08,0.0,35.8,Moderate
2018-12-29,Arunachal Pradesh,27.2108291460862,96.90166357856114,38.63,101.65,270.04,8.34,113.72,1494.88,18.47,29.1,0.1378,0.5815,39.17,0.7182,0.5137,25.73,3,2.872,5.818,47.35,0.0,33.96,Low
2018-12-29,Arunachal Pradesh,27.581944890812977,95.89439296113046,46.5,81.83,158.37,20.82,21.01,1743.5,9.31,315.94,0.1273,0.4687,25.34,0.7198,0.367,23.21,1,1.958,0.976,68.81,0.0,36.63,Moderate
2018-12-29,Arunachal Pradesh,27.970447711718453,96.31613320399909,22.62,70.38,144.47,7.9,11.73,554.3,7.08,93.26,-0.0153,0.3533,40.16,0.5432,0.5313,15.36,2,1.939,10.421,51.03,1.0,22.9,Low
2018-12-29,Assam,26.181628753676225,89.939944798382,0.0,0.0,0.0,0.0,-89.37,1990.67,28.3,120.9,0.0367,0.3199,45.57,0.4954,0.5423,9.2,4,3.872,2.39,39.22,0.0,20.96,Low
2018-12-29,Assam,26.254589967704533,93.83036434256886,17.67,50.13,74.25,7.92,-59.04,1480.49,21.08,133.31,-0.0931,0.4062,38.31,0.6026,0.5498,17.26,3,0.623,7.546,55.79,0.0,20.72,Low
2018-12-29,Assam,26.18518972058149,92.02498201718575,13.45,43.54,43.54,7.16,-100.0,1345.02,6.2,310.35,0.1208,0.4171,37.91,0.4949,0.4933,4.42,0,0.156,5.703,60.31,0.0,19.05,Low
2018-12-29,Assam,25.92444871357435,91.30510441926364,50.98,176.18,337.03,18.23,174.41,794.86,9.75,184.01,0.0076,0.75,42.21,0.6273,0.3024,25.43,0,6.58,2.008,47.63,0.0,45.65,Moderate
2018-12-29,Assam,26.873857873708275,92.1502999729243,143.29,388.36,1021.13,32.1,350.0,457.62,13.67,317.74,-0.0594,0.75,33.29,0.6667,0.3943,70.97,4,3.034,6.027,41.17,1.0,78.42,Critical
2018-12-29,Assam,26.649935701923933,91.87972988352952,30.79,82.06,187.93,15.39,71.81,993.07,22.74,114.73,0.1792,0.6262,45.35,0.6314,0.7086,15.98,4,2.832,4.398,52.45,0.0,29.83,Low
2018-12-29,Manipur,25.395836257269828,93.82116883670972,0.02,0.02,0.02,0.01,-91.14,230.96,30.14,313.71,-0.2185,0.3454,22.04,0.536,0.6319,11.94,6,1.484,2.108,65.84,0.0,29.59,Low
2018-12-29,Meghalaya,25.250526677747025,91.04291241497708,23.73,81.83,225.34,10.53,86.08,1448.23,28.63,1.45,0.1479,0.6664,16.9,0.6664,0.5893,26.0,3,0.409,2.257,82.48,1.0,61.12,High
